# SCOPE ASSUMPTIONS
#WIDTH: 25,35,30,25,25,30,40
#ALIGN: left,left,left,left,left,left,left
Category,Baseline Assumption,Current Scope,Small (1x),Medium (2x),Large (3x),Notes
Users / Accounts,Single business unit (~100 users),~4500 employees across platform team and workload owners,Up to 100,100–500,500+,Scope includes platform team plus onboarded workload account owners
Regions / Geographies,Single AWS region,Two regions: ap-southeast-2 (primary) + ap-southeast-4 (DR),1 region,2 regions,3+ regions,All data must remain in-country (Australia); DR replica required
Cloud Environments,Dev + Prod (2 environments),Three production environments + dev/test/staging per workload,2–3,4–6,7+,Existing three prod environments plus new structured account hierarchy
Identity Integration,New identity deployment,Federation with existing on-premises enterprise directory,New IdP,Federate 1 IdP,Federate 2+ IdPs,On-prem IdP federated via AWS IAM Identity Center; no replacement
Compliance Frameworks,Single framework,ISO 27001 + internal security baseline + financial services regulations,1 framework,2 frameworks,3+ frameworks,Regulatory review hard deadline Q2 2026 (end of April)
ITSM / Integration Points,No ITSM integration,Existing SIEM + ticketing platform integrations required,0–1,2–3,4+,Change approval workflow must route through existing ITSM; SIEM alert forwarding
Infrastructure-as-Code Coverage,Greenfield IaC,All new accounts and guardrails via IaC; legacy workloads excluded,Partial IaC,Full IaC new,Full IaC + legacy remediation,Two legacy on-prem workloads explicitly out of scope
Policy-as-Code Guardrails,Basic SCPs,Comprehensive preventive + detective guardrails (no manual console access in prod),Basic SCPs only,SCPs + Config rules,SCPs + Config + custom Lambda guardrails,Production console access must be fully blocked with break-glass procedure
SLA / Availability Target,Standard business hours support,99.9% platform availability; DR RTO < 4h / RPO < 1h,Best effort,99.5% SLA,99.9%+ with DR,DR replica must be tested and validated before regulatory review

# ESTIMATE SETTINGS
#WIDTH: 25,30,15,80
#ALIGN: left,left,center,left
Phase,Variable Name,Multiplier,Description / Applies To Tasks
Discovery,discovery_factor,1.2,Elevated for regulated environment; includes compliance assessment and CISO alignment sessions
Planning,planning_factor,1.3,Increased for multi-region architecture and policy-as-code design complexity
Development,development_factor,1.5,Large complexity multiplier; covers IaC automation + two-region deployment + ITSM and SIEM integrations
Testing,testing_factor,1.2,Compliance validation and DR failover testing add overhead beyond standard functional testing
Deployment,deployment_factor,1.2,Staged rollout across three prod environments with change-approval gate at each phase
Management,management_factor,1.0,Standard overhead applied to PM and technical leadership rows (10% of engineering hours)

# LEVEL OF EFFORT
#WIDTH: 15,25,50,15,12,14,12,12,15,25,40
#ALIGN: left,left,left,left,right,center,right,right,right,left,left
Phase,Work Package,Task Description,Resource Type,Base Hours,Effort Multiplier,Actual Hours,Rate,Cost Estimate,Dependencies,Notes
Discovery,Project Kickoff,Project kickoff meeting with CTO (James Wu) and Head of Platform Engineering (Priya Nair); align on objectives and timeline,Project Manager,8,1.2,9.6,$175,"=TEXT(9.6*175,""$#,##0"")",,Round to 10h in practice
Discovery,Stakeholder Interviews,Conduct structured interviews with platform team and CISO; document requirements and security baseline expectations,Solution Architect,24,1.2,28.8,$225,"=TEXT(28.8*225,""$#,##0"")",,CISO sign-off required before prod changes
Discovery,Current State Assessment,Assess existing AWS footprint; document account structure; inventory manual provisioning procedures and shared credentials,Solutions Engineer,32,1.2,38.4,$200,"=TEXT(38.4*200,""$#,##0"")",,Access to existing AWS console and IAM reports needed
Discovery,Cloud Readiness Assessment,Evaluate AWS Control Tower / Organizations readiness; assess existing SCPs and IAM policies; identify gaps,Solution Architect,24,1.2,28.8,$225,"=TEXT(28.8*225,""$#,##0"")",,Output feeds architecture design phase
Discovery,Compliance & Regulatory Assessment,Map ISO 27001 controls and internal security baseline to AWS service capabilities; document evidence requirements for Q2 2026 review,Security Engineer,32,1.2,38.4,$200,"=TEXT(38.4*200,""$#,##0"")",,Engage compliance team; document control mapping matrix
Discovery,Identity & Directory Assessment,Document on-premises IdP configuration; design federation architecture using AWS IAM Identity Center; define attribute mapping,Security Engineer,16,1.2,19.2,$200,"=TEXT(19.2*200,""$#,##0"")",,On-prem IdP documentation required from Contoso
Discovery,ITSM & SIEM Integration Assessment,Review existing ticketing platform and SIEM; define integration patterns for change approval workflow and security alert forwarding,Solutions Engineer,16,1.2,19.2,$200,"=TEXT(19.2*200,""$#,##0"")",,Integration scope confirmed with IT Delivery Manager
Discovery,Gap Analysis & Risk Assessment,Identify gaps between current and target state; document risks and mitigations; present findings to James Wu and Priya Nair,Solution Architect,16,1.2,19.2,$225,"=TEXT(19.2*225,""$#,##0"")",,Feeds planning and architecture phases
Discovery,Discovery Report,Document all findings; produce current-state assessment report with prioritised recommendations,Technical Writer,16,1.2,19.2,$125,"=TEXT(19.2*125,""$#,##0"")",,Deliverable: Discovery & Assessment Report
Planning,Detailed Architecture Design,"Design AWS Control Tower landing zone with OU structure, account vending, and guardrail framework for ap-southeast-2 and ap-southeast-4",Solution Architect,40,1.3,52,$225,"=TEXT(52*225,""$#,##0"")",,Based on discovery findings
Planning,IaC Framework Design,Design Terraform / CloudFormation module structure for account provisioning; define pipeline and state management approach,Solutions Engineer,32,1.3,41.6,$200,"=TEXT(41.6*200,""$#,##0"")",,IaC toolchain selection confirmed with platform team
