Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
BUS-001,Business Requirements,Business Drivers,"What are the primary business pain points with the current manual EO Framework documentation process?","Describe top 3-5 inefficiencies — e.g., rework loops, LLM iteration cycles, time lost per engagement","","Baseline for justifying automation investment and scoping the MVP"
BUS-002,Business Requirements,Business Drivers,"How many presales engagements does Amatra run per month today, and what is the projected growth rate over the next 12 months?","Provide current monthly volume and expected volume at 6-month and 12-month marks","","Drives capacity planning for agent concurrency, DynamoDB quota design, and Bedrock token budgeting"
BUS-003,Business Requirements,Success Criteria,"What measurable success criteria will determine whether this platform is considered a success at go-live?","Examples: end-to-end generation in under 60 minutes, 90% reduction in senior-consultant hours, zero manual retries per artifact","","Critical for acceptance testing and executive-sponsor sign-off"
BUS-004,Business Requirements,Success Criteria,"What is the acceptable per-artifact validation failure rate in production?","Current state has 3-4 LLM iteration retries; what is the target pass-on-first-attempt rate?","","Informs quality-gate thresholds and the LLM retry cap (currently 3)"
BUS-005,Business Requirements,Timeline,"Is the Q2 2026 / end-of-April PoC deadline fixed, and what are the consequences of a slip?","Confirm executive-demonstration date; identify contractual or budget-cycle dependencies","","Hard deadline shapes phase sequencing and MVP scope"
BUS-006,Business Requirements,Timeline,"Are the three delivery phases (Weeks 1-4, 5-9, 10-12) fixed, or can they be re-baselined if scope is reduced?","Identify which phase milestones have external dependencies (e.g., Cognito approval, AWS account provisioning)","","Impacts resource loading and sprint planning"
BUS-007,Business Requirements,Budget,"What is the approved budget envelope for the 12-week build engagement versus the first-year run cost?","Confirm the $250k professional-services and $100k-$200k run-cost split; identify who controls each budget line","","Procurement trigger and change-order thresholds"
BUS-008,Business Requirements,Budget,"At what monthly AWS spend level does procurement need to be re-engaged?","Identify the existing AWS spend envelope and the threshold that triggers a new procurement cycle","","Determines whether platform spend can be absorbed into existing agreement or requires a new commitment"
BUS-009,Business Requirements,Stakeholders,"Who has authority to approve production deployment of the Cognito-based user pool?","Identify the CTO and any security/compliance reviewers who must sign off","","Approval dependency that could block Phase 1 completion"
BUS-010,Business Requirements,Stakeholders,"Who are the end users of the CLI and HTTP API — internal consultants only, or also external clients?","Define the user population: Amatra consultants, PREDICTif engineers, or customer-facing personas","","Drives Cognito pool design, per-user quota policy, and UX requirements"
