# SCOPE ASSUMPTIONS
#WIDTH: 25,35,30,25,25,30,40
#ALIGN: left,left,left,left,left,left,left
Category,Baseline Assumption,Current Scope,Small (1x),Medium (2x),Large (3x),Notes
Users / Stakeholders,Single business unit (~50 users),~120 employees — pre-sales + delivery + sales teams as primary users,Up to 50 internal users,50-200 internal users,200+ internal users,Amatra has ~120 employees; all pre-sales consultants are day-1 users
AWS Services in Scope,Core compute + storage only,"Bedrock, Lambda, API Gateway, DynamoDB, S3, Cognito — 6 named services",1-3 AWS services,4-6 AWS services,7+ AWS services,Claude model integration via Bedrock adds AI/ML complexity
Regions / Geographies,Single AWS region (us-east-1),Single region: us-west-2 (all customer data resident in US),1 region,2 regions,3+ regions,us-west-2 mandated; no multi-region failover in scope for MVP
Integration Points,No external system integrations,"Okta to Cognito identity migration; Google Workspace doc import; Word/Excel/PPT template pipeline",0 integrations,1-3 integrations,4+ integrations,Okta migration and legacy template carry-over are critical-path integrations
Environments,Dev + Prod only,"Dev / Staging / Prod (3 environments)",Dev + Prod,Dev + Staging + Prod,Dev + Staging + Prod + DR,Staging required for QA gating before each phase go-live
Artifact Types Generated,Single artifact type,"7 artifact types: discovery questionnaire + solution briefing + SoW + infra costs + detailed design + implementation guide + Terraform automation",1-2 artifact types,3-5 artifact types,6+ artifact types,Full automation pipeline spans pre-sales and delivery phases
Compliance Frameworks,No formal compliance requirements,"SOC 2 Type II + GDPR-aligned data handling + US data residency",None,SOC 2 Type II only,SOC 2 Type II + GDPR + data residency controls,Security & Compliance Lead must sign off; adds controls design and audit evidence
Async Job Duration,Synchronous API calls only,"Long-running generation jobs: 30-60 min per engagement; must not drop",Synchronous (< 30 s),Short async (< 5 min),Long async (30-60 min),Requires durable async orchestration (Step Functions or SQS + Lambda chaining)
Legacy Artifact Templates,No existing templates to migrate,"Word/Excel/PowerPoint templates in Google Workspace; Okta user records to migrate",No migration,Template migration only,Template + identity migration,Template parsing and pipeline integration adds significant implementation scope
Availability / SLA Target,Best-effort (no SLA),"99.9% platform availability; artifacts pass QA on first review >= 90% of the time",Best-effort,99.5% uptime,99.9% uptime + QA >= 90% first-pass,High availability and quality gates drive additional testing and monitoring scope

# ESTIMATE SETTINGS
#WIDTH: 25,30,15,80
#ALIGN: left,left,center,left
Phase,Variable Name,Multiplier,Description / Applies To Tasks
Discovery,discovery_factor,1.0,Baseline multiplier for stakeholder interviews and current-state review across all discovery tasks
Planning & Design,planning_factor,1.2,Elevated multiplier reflecting complex AWS serverless architecture with AI/ML integration and compliance requirements
Development & Implementation,development_factor,1.3,Higher multiplier for large-scope greenfield build spanning 6 AWS services and 7 artifact-type pipelines
Testing & Validation,testing_factor,1.2,Elevated for rigorous QA gating (>= 90% first-pass rate SLA) plus security and compliance validation
Deployment,deployment_factor,1.0,Standard multiplier for production rollout; phased delivery (Phase 1 MVP by 2026-09-30; Phase 2 by 2026-12-15)
Training & Enablement,training_factor,1.0,Standard multiplier for knowledge transfer to pre-sales consultants and delivery teams
Management,management_factor,1.0,Standard multiplier for project management and technical leadership overhead (10% of engineering hours)

# LEVEL OF EFFORT
#WIDTH: 15,25,50,15,12,14,12,12,15,25,40
#ALIGN: left,left,left,left,right,center,right,right,right,left,left
Phase,Work Package,Task Description,Resource Type,Base Hours,Effort Multiplier,Actual Hours,Rate,Cost Estimate,Dependencies,Notes
Discovery,Project Kickoff,Kickoff meeting with CTO (Exec Sponsor) and VP Engineering to align on scope and success criteria,Project Manager,8,1.0,8,$175,$1400,,Week 1 activity
Discovery,Project Kickoff,Kickoff technical deep-dive with Head of Solutions and Security & Compliance Lead,Solution Architect,8,1.0,8,$225,$1800,,Parallel to PM kickoff session
Discovery,Current State Assessment,Document current manual artifact workflow (3-week cycle) and identify bottlenecks across pre-sales and delivery teams,Solutions Engineer,24,1.0,24,$200,$4800,,Interview pre-sales consultants and delivery team
Discovery,Current State Assessment,Inventory existing Word/Excel/PowerPoint templates and Google Workspace artifacts and document structure and variability,Solutions Engineer,16,1.0,16,$200,$3200,,Required for template migration scope
Discovery,Requirements Gathering,Conduct structured interviews with Head of Solutions to define artifact quality standards and QA criteria,Solution Architect,24,1.0,24,$225,$5400,,Critical for >= 90% first-pass QA SLA definition
Discovery,Requirements Gathering,"Gather technical requirements for async job orchestration (30-60 min) and per-user/global usage limits and admin governance",Solution Architect,16,1.0,16,$225,$3600,,CTO + VP Eng input required
Discovery,Requirements Gathering,Define Okta to Cognito migration requirements and document user groups and admin governance model,Solutions Engineer,16,1.0,16,$200,$3200,,Security & Compliance Lead involvement
Discovery,Gap Analysis,Identify gaps between current manual process and target automated platform capabilities,Solution Architect,16,1.0,16,$225,$3600,Current State Assessment,Output feeds Planning phase
Discovery,Cloud Readiness Assessment,Assess AWS account structure and evaluate Bedrock model availability in us-west-2 and Claude model selection,Cloud Engineer,16,1.0,16,$200,$3200,,Verify Bedrock Claude regional availability
Discovery,AI/ML Data Assessment,Evaluate sample client briefs and existing artifacts to establish Bedrock prompt engineering baseline and quality benchmarks,ML/AI Engineer,24,1.0,24,$275,$6600,,Sample set of 10-20 historical engagements
Discovery,Compliance Assessment,Conduct SOC 2 Type II scoping exercise and identify GDPR data flows and US data residency controls required,Security Engineer,24,1.0,24,$225,$5400,,Security & Compliance Lead to co-lead
Discovery,Risk Assessment,"Identify top risks (async job reliability; AI output quality; Okta migration data loss; SOC 2 timeline) and mitigation strategies",Project Manager,8,1.0,8,$175,$1400,,Output: risk register
Discovery,Assessment Report,Document all findings and architecture recommendations and phased delivery roadmap (Phase 1 MVP + Phase 2 + GA),Technical Writer,16,1.0,16,$125,$2000,All Discovery tasks,Delivered to CTO for phase gate approval
Planning & Design,Detailed Architecture Design,"Design end-to-end serverless architecture (Bedrock, Lambda, API Gateway, DynamoDB, S3, Cognito) and produce architecture decision records",Solution Architect,40,1.2,48,$225,$10800,Assessment Report,Primary design deliverable
Planning & Design,AWS Landing Zone Setup,Configure AWS account structure with IAM roles/policies and enable CloudTrail and AWS Config for SOC 2 audit trail in us-west-2,Cloud Engineer,32,1.2,38,$200,$7600,Detailed Architecture Design,Foundation for all environments
Planning & Design,Async Orchestration Design,"Design durable async job architecture for 30-60 min generation jobs; evaluate Step Functions vs SQS+Lambda chaining and document state machine",Solution Architect,24,1.2,29,$225,$6525,Detailed Architecture Design,Critical path — all generation workflows depend on this
Planning & Design,Bedrock / AI Integration Design,Design prompt engineering framework for 7 artifact types and define Claude model parameters and token budgets per artifact,ML/AI Engineer,40,1.2,48,$275,$13200,Detailed Architecture Design,Drives implementation of Bedrock invocation layer
Planning & Design,Data Model Design,Design DynamoDB table schemas for solution state and usage tracking and design S3 object key taxonomy for artifact storage,Solution Architect,24,1.2,29,$225,$6525,Detailed Architecture Design,Supports per-user and global usage limit enforcement
Planning & Design,Security Baseline Design,Design IAM least-privilege policies and KMS key management for S3/DynamoDB encryption and WAF rules for API Gateway,Security Engineer,32,1.2,38,$225,$8550,Detailed Architecture Design,SOC 2 control mapping required
Planning & Design,Identity & Access Design,Design Cognito user pool configuration and plan Okta to Cognito migration approach and define admin group and governance controls,Security Engineer,24,1.2,29,$225,$6525,AWS Landing Zone Setup,Okta migration design critical for auth continuity
Planning & Design,CI/CD Pipeline Design,Design GitHub Actions / AWS CodePipeline CI/CD for multi-environment deployment with automated testing gates,DevOps Engineer,24,1.2,29,$200,$5800,AWS Landing Zone Setup,Enables consistent phased delivery
Planning & Design,Monitoring & Observability Design,Design CloudWatch dashboards and define alarms for async job failures and SLA monitoring for 99.9% availability and QA pass-rate tracking,Cloud Engineer,16,1.2,19,$200,$3800,Detailed Architecture Design,Feeds operational runbooks
Planning & Design,Artifact Template Pipeline Design,Design ingestion pipeline for Word/Excel/PPT legacy templates into automated generation workflow and define template schema,Solutions Engineer,24,1.2,29,$200,$5800,Bedrock / AI Integration Design,Preserves existing Amatra branding and format standards
Planning & Design,Design Documentation,Produce as-designed architecture diagrams and architecture decision records and data-flow and sequence diagrams,Technical Writer,24,1.2,29,$125,$3625,All Planning tasks,Delivered to VP Engineering for sign-off
Development & Implementation,Bedrock Integration Layer,Implement Lambda functions for Bedrock Claude API invocation and prompt templates for all 7 artifact types and error handling and retries,ML/AI Engineer,80,1.3,104,$275,$28600,Bedrock / AI Integration Design,Core AI generation capability
Development & Implementation,Async Job Orchestration,Implement Step Functions state machine for durable 30-60 min generation jobs with status polling and webhook notifications,Solutions Engineer,64,1.3,83,$200,$16600,Async Orchestration Design,Must handle job failures and retries without data loss
Development & Implementation,API Gateway & Lambda API Layer,Implement REST API via API Gateway + Lambda for all platform endpoints (submit brief / poll status / retrieve artifacts / admin controls),Solutions Engineer,48,1.3,62,$200,$12400,Async Orchestration Design,Supports Sales team portal integration
Development & Implementation,DynamoDB State & Usage Layer,Implement DynamoDB tables for solution state tracking and per-user/global monthly usage limits and admin enforcement logic,Cloud Engineer,40,1.3,52,$200,$10400,Data Model Design,Usage cap enforcement required for go-live
Development & Implementation,S3 Artifact Storage Layer,Implement S3 bucket policies and presigned URL generation for artifact delivery and lifecycle rules for retention management,Cloud Engineer,32,1.3,42,$200,$8400,AWS Landing Zone Setup,All generated artifacts stored in S3
Development & Implementation,Cognito Authentication & Admin,Configure Cognito user pool and implement admin group and governance controls and integrate with API Gateway authorizer,Security Engineer,32,1.3,42,$225,$9450,Identity & Access Design,Replaces Okta as identity provider
Development & Implementation,Okta to Cognito User Migration,Execute user record migration from Okta to Cognito and validate all accounts and update application auth endpoints,Solutions Engineer,40,1.3,52,$200,$10400,Cognito Authentication & Admin,Zero-downtime migration required; rollback plan needed
Development & Implementation,Artifact Template Pipeline,Build ingestion and parsing pipeline for Word/Excel/PPT templates and integrate with Bedrock generation prompts for format-consistent output,Solutions Engineer,56,1.3,73,$200,$14600,Artifact Template Pipeline Design,7 artifact types across 3 format families
Development & Implementation,Pre-Sales Artifact Pipeline Phase 1,"Implement generation pipeline for Phase 1 artifacts: discovery questionnaire + solution briefing + SoW + infra cost model",ML/AI Engineer,64,1.3,83,$275,$22825,Bedrock Integration Layer,Target: delivered by 2026-09-30
Development & Implementation,Delivery Artifact Pipeline Phase 2,"Implement generation pipeline for Phase 2 artifacts: detailed design + implementation guide + Terraform automation scripts",ML/AI Engineer,64,1.3,83,$275,$22825,Development & Implementation Pre-Sales Artifact Pipeline Phase 1,Target: delivered by 2026-12-15
Development & Implementation,CI/CD Pipeline Build,Implement multi-environment CI/CD with automated unit and integration test gates and deployment to dev/staging/prod,DevOps Engineer,48,1.3,62,$200,$12400,CI/CD Pipeline Design,Required for phased and reproducible deployments
