Question ID,Category,Sub-Category,Question,Guidance,Customer Response,Notes
BUS-001,Business Requirements,Business Drivers,"What are the top 3-5 business challenges driving the decision to adopt AWS now?","Examples: regulatory pressure, inability to scale on-premises, cost reduction, new product launches, competitive pressure","","Aligns the landing zone design to immediate business priorities and ensures the architecture supports the root drivers"
BUS-002,Business Requirements,Business Drivers,"Which lines of business or product teams will be the first consumers of the new landing zone?","List teams or products expected to onboard workloads within the first 6 months","","Determines initial OU structure, account layout, and network segmentation requirements"
BUS-003,Business Requirements,Success Criteria,"What does a successful landing zone look like to your organisation at the end of Month 3?","Define measurable outcomes — e.g. all guardrails passing, first workload migrated, team self-sufficient","","Drives go-live acceptance criteria and UAT scope"
BUS-004,Business Requirements,Success Criteria,"How will ongoing operational success be measured post go-live?","Examples: Security Hub critical finding count, account provisioning lead time, IaC coverage percentage","","Informs KPI dashboards and operational runbook content"
BUS-005,Business Requirements,Timeline,"Is the 3-month target timeline firm, or is there flexibility if scope expands?","Confirm whether a hard regulatory, contractual, or board deadline exists","","A fixed deadline requires scope management; flexibility allows phased delivery"
BUS-006,Business Requirements,Timeline,"Are there any blackout periods (e.g. quarter-end close, open enrolment, audit windows) that would restrict project activity?","Provide dates or periods when change freezes apply","","Impacts sprint planning, cutover windows, and Phase transitions"
BUS-007,Business Requirements,Budget,"What is the approved budget range for the professional services engagement?","Provide a range or ceiling; indicate whether CapEx or OpEx funded","","Required to right-size the engagement and confirm whether phased commercial approach is needed"
BUS-008,Business Requirements,Budget,"Has a budget been allocated for ongoing AWS infrastructure running costs?","Estimate monthly spend tolerance for shared services (logging, networking, security tooling)","","Informs architecture decisions such as log retention periods and firewall tier selection"
BUS-009,Business Requirements,Stakeholders,"Who is the executive sponsor for this initiative and what is their primary concern?","Name and title of the sponsor; note if their priority is security, speed, or cost","","Executive alignment is critical for scope decisions and escalation paths"
BUS-010,Business Requirements,Stakeholders,"Which internal teams need to be involved and what are their roles? (Cloud/Infra, Security, Networking, FinOps, Application teams)","List team names and approximate availability (hours per week)","","Determines RACI matrix and resource dependencies for each phase"
BUS-011,Business Requirements,Regulatory Drivers,"Are there specific insurance-industry regulations (e.g. NAIC model law, state-level data privacy statutes) driving cloud adoption or constraining architecture choices?","List applicable regulations or audit requirements","","May impose data residency, encryption, logging retention, or access control mandates beyond AWS defaults"
BUS-012,Business Requirements,Organisational Readiness,"Does your organisation have an existing cloud governance policy or cloud centre of excellence (CCoE)?","Describe any existing policies, committees, or approval workflows","","Determines how quickly governance artefacts (SCPs, tagging, cost allocation) can be ratified and enforced"
TECH-001,Technical Requirements,Current Infrastructure,"Describe any existing on-premises infrastructure that workloads will eventually connect to or migrate from.","Include data centre locations, hypervisors, primary applications, and network edge devices","","Informs on-premises connectivity design (VPN vs Direct Connect) and future migration scope"
TECH-002,Technical Requirements,Current Infrastructure,"Do you have any existing DNS infrastructure (internal or public) that must integrate with the AWS environment?","Include DNS provider, zone names, and whether split-horizon DNS is in use","","Drives Route 53 Resolver and private hosted zone design"
TECH-003,Technical Requirements,Current Infrastructure,"Do you have any existing identity provider (IdP) — Active Directory, Okta, Azure AD, Ping — that must federate with AWS IAM Identity Center?","Provide IdP product, version, and federation protocol (SAML 2.0, SCIM)","","Critical for IAM Identity Center configuration and user/group sync design"
TECH-004,Technical Requirements,Cloud Platform,"Are there any AWS services that are explicitly prohibited or preferred by your security or procurement policy?","List any services on an approved or prohibited list","","May affect service selection for logging, monitoring, or automation components"
